Thumb,Index,Middle,Ring,Little,Label
12.98,17.34,1333.12,4.31,12.98,Middle_bent
10.81,4.31,1294.72,19.53,8.64,Middle_bent
12.98,2.15,1327.59,10.81,12.98,Middle_bent
8.64,6.47,1327.59,17.34,0.00,Middle_bent
4.31,0.00,1333.12,19.53,15.16,Middle_bent
0.00,8.64,1327.59,17.34,8.64,Middle_bent
12.98,0.00,1316.56,8.64,0.00,Middle_bent
6.47,2.15,1327.59,12.98,12.98,Middle_bent
17.34,23.91,1333.12,12.98,2.15,Middle_bent
8.64,0.00,1215.17,15.16,17.34,Middle_bent
6.47,10.81,1179.28,8.64,15.16,Middle_bent
0.00,0.00,1189.46,12.98,0.00,Middle_bent
0.00,19.53,1199.70,12.98,10.81,Middle_bent
15.16,8.64,1338.68,17.34,21.72,Middle_bent
8.64,10.81,1322.07,6.47,19.53,Middle_bent
0.00,0.00,1184.36,4.31,2.15,Middle_bent
0.00,12.98,1220.36,10.81,4.31,Middle_bent
6.47,6.47,1210.00,6.47,0.00,Middle_bent
4.31,8.64,1189.46,28.32,12.98,Middle_bent
0.00,4.31,1283.90,10.81,2.15,Middle_bent
0.00,0.00,1355.45,0.00,17.34,Middle_bent
12.98,10.81,1061.74,0.00,2.15,Middle_bent
10.81,19.53,1100.00,6.47,10.81,Middle_bent
6.47,0.00,1085.55,0.00,17.34,Middle_bent
12.98,0.00,1057.02,12.98,8.64,Middle_bent
2.15,0.00,1033.62,26.11,10.81,Middle_bent
2.15,8.64,1100.00,10.81,0.00,Middle_bent
19.53,4.31,1100.00,21.72,8.64,Middle_bent
0.00,10.81,1071.22,12.98,8.64,Middle_bent
6.47,12.98,1095.17,19.53,0.00,Middle_bent
6.47,8.64,925.83,10.81,0.00,Middle_bent
2.15,19.53,917.17,6.47,15.16,Middle_bent
15.16,4.31,904.28,15.16,12.98,Middle_bent
19.53,19.53,891.48,12.98,0.00,Middle_bent
0.00,2.15,912.86,19.53,10.81,Middle_bent
8.64,0.00,904.28,10.81,15.16,Middle_bent
21.72,0.00,925.83,6.47,0.00,Middle_bent
6.47,0.00,908.56,6.47,10.81,Middle_bent
0.00,6.47,900.00,15.16,15.16,Middle_bent
6.47,6.47,895.74,10.81,17.34,Middle_bent
10.81,6.47,900.00,0.00,10.81,Middle_bent
4.31,10.81,1024.36,4.31,15.16,Middle_bent
17.34,15.16,1061.74,15.16,10.81,Middle_bent
0.00,0.00,895.74,2.15,12.98,Middle_bent
2.15,10.81,883.01,2.15,10.81,Middle_bent
6.47,6.47,900.00,8.64,15.16,Middle_bent
6.47,2.15,908.56,19.53,0.00,Middle_bent
2.15,0.00,925.83,6.47,2.15,Middle_bent
0.00,10.81,965.40,8.64,10.81,Middle_bent
0.00,6.47,952.10,8.64,4.31,Middle_bent
12.98,0.00,921.50,15.16,15.16,Middle_bent
0.00,19.53,930.18,6.47,0.00,Middle_bent
8.64,15.16,934.54,15.16,4.31,Middle_bent
2.15,8.64,891.48,4.31,2.15,Middle_bent
0.00,12.98,878.80,6.47,2.15,Middle_bent
0.00,8.64,870.40,12.98,17.34,Middle_bent
6.47,19.53,883.01,10.81,10.81,Middle_bent
0.00,2.15,804.81,12.98,4.31,Middle_bent
2.15,8.64,773.05,2.15,6.47,Middle_bent
4.31,0.00,883.01,6.47,0.00,Middle_bent
12.98,15.16,908.56,0.00,10.81,Middle_bent
0.00,19.53,934.54,2.15,2.15,Middle_bent
10.81,10.81,934.54,0.00,0.00,Middle_bent
8.64,10.81,930.18,2.15,8.64,Middle_bent
17.34,21.72,938.91,8.64,4.31,Middle_bent
15.16,10.81,934.54,8.64,10.81,Middle_bent
4.31,0.00,925.83,10.81,6.47,Middle_bent
0.00,0.00,960.96,8.64,12.98,Middle_bent
12.98,6.47,938.91,0.00,0.00,Middle_bent
8.64,19.53,938.91,10.81,12.98,Middle_bent
12.98,12.98,912.86,19.53,19.53,Middle_bent
12.98,4.31,930.18,28.32,15.16,Middle_bent
6.47,2.15,947.69,10.81,15.16,Middle_bent
0.00,0.00,938.91,15.16,12.98,Middle_bent
10.81,8.64,934.54,19.53,2.15,Middle_bent
12.98,0.00,960.96,0.00,6.47,Middle_bent
6.47,8.64,947.69,2.15,15.16,Middle_bent
0.00,4.31,947.69,12.98,10.81,Middle_bent
0.00,10.81,1001.42,10.81,8.64,Middle_bent
6.47,12.98,1015.14,2.15,6.47,Middle_bent
4.31,8.64,1010.56,6.47,15.16,Middle_bent
0.00,4.31,1047.62,15.16,12.98,Middle_bent
6.47,15.16,1033.62,0.00,15.16,Middle_bent
0.00,2.15,1001.42,8.64,6.47,Middle_bent
4.31,4.31,987.82,6.47,6.47,Middle_bent
6.47,17.34,956.52,4.31,12.98,Middle_bent
0.00,8.64,921.50,6.47,4.31,Middle_bent
12.98,23.91,921.50,15.16,0.00,Middle_bent
12.98,12.98,917.17,12.98,6.47,Middle_bent
15.16,2.15,878.80,8.64,19.53,Middle_bent
6.47,17.34,938.91,19.53,8.64,Middle_bent
0.00,15.16,862.04,12.98,6.47,Middle_bent
2.15,6.47,956.52,10.81,12.98,Middle_bent
8.64,6.47,1024.36,0.00,6.47,Middle_bent
4.31,6.47,1042.94,2.15,0.00,Middle_bent
0.00,6.47,1038.27,12.98,10.81,Middle_bent
0.00,8.64,1038.27,0.00,12.98,Middle_bent
12.98,0.00,1028.98,10.81,0.00,Middle_bent
8.64,10.81,1033.62,8.64,0.00,Middle_bent
0.00,19.53,1052.31,6.47,0.00,Middle_bent
0.00,12.98,1052.31,17.34,0.00,Middle_bent
0.00,8.64,1071.22,0.00,15.16,Middle_bent
8.64,12.98,1071.22,15.16,4.31,Middle_bent
6.47,10.81,1066.47,17.34,6.47,Middle_bent
6.47,10.81,1071.22,8.64,12.98,Middle_bent
4.31,0.00,1075.98,10.81,0.00,Middle_bent
17.34,0.00,1033.62,4.31,10.81,Middle_bent
12.98,10.81,947.69,6.47,2.15,Middle_bent
4.31,15.16,952.10,15.16,8.64,Middle_bent
6.47,8.64,974.33,8.64,0.00,Middle_bent
10.81,2.15,992.34,17.34,0.00,Middle_bent
0.00,8.64,965.40,0.00,17.34,Middle_bent
8.64,12.98,947.69,17.34,0.00,Middle_bent
0.00,6.47,947.69,10.81,2.15,Middle_bent
12.98,8.64,965.40,15.16,12.98,Middle_bent
0.00,0.00,978.81,12.98,4.31,Middle_bent
15.16,0.00,983.31,21.72,6.47,Middle_bent
8.64,0.00,992.34,10.81,0.00,Middle_bent
12.98,10.81,996.87,15.16,6.47,Middle_bent
6.47,15.16,1010.56,10.81,12.98,Middle_bent
0.00,2.15,1019.74,15.16,4.31,Middle_bent
4.31,8.64,992.34,6.47,12.98,Middle_bent
8.64,12.98,1010.56,10.81,12.98,Middle_bent
15.16,0.00,1085.55,8.64,17.34,Middle_bent
0.00,8.64,1080.76,8.64,15.16,Middle_bent
15.16,4.31,1085.55,8.64,8.64,Middle_bent
6.47,2.15,1057.02,8.64,4.31,Middle_bent
0.00,4.31,1057.02,10.81,4.31,Middle_bent
10.81,10.81,1061.74,0.00,0.00,Middle_bent
17.34,15.16,1019.74,10.81,10.81,Middle_bent
15.16,12.98,1042.94,0.00,10.81,Middle_bent
0.00,0.00,1015.14,0.00,15.16,Middle_bent
15.16,10.81,1010.56,8.64,4.31,Middle_bent
0.00,6.47,1019.74,17.34,0.00,Middle_bent
2.15,0.00,1015.14,0.00,2.15,Middle_bent
10.81,4.31,1033.62,4.31,15.16,Middle_bent
4.31,8.64,1028.98,6.47,4.31,Middle_bent
15.16,8.64,1028.98,0.00,2.15,Middle_bent
4.31,0.00,1001.42,10.81,0.00,Middle_bent
15.16,12.98,1015.14,6.47,4.31,Middle_bent
15.16,6.47,996.87,10.81,0.00,Middle_bent
4.31,4.31,1042.94,0.00,12.98,Middle_bent
12.98,15.16,1057.02,21.72,17.34,Middle_bent
12.98,10.81,1047.62,12.98,8.64,Middle_bent
19.53,2.15,1075.98,2.15,2.15,Middle_bent
0.00,10.81,1071.22,10.81,4.31,Middle_bent
10.81,8.64,1061.74,19.53,2.15,Middle_bent
10.81,12.98,956.52,12.98,4.31,Middle_bent
12.98,0.00,1010.56,12.98,19.53,Middle_bent
15.16,10.81,969.86,15.16,10.81,Middle_bent
17.34,0.00,969.86,15.16,17.34,Middle_bent
6.47,15.16,978.81,15.16,12.98,Middle_bent
0.00,12.98,947.69,17.34,10.81,Middle_bent
21.72,15.16,943.30,10.81,0.00,Middle_bent
0.00,10.81,960.96,19.53,4.31,Middle_bent
2.15,12.98,965.40,0.00,10.81,Middle_bent
12.98,10.81,965.40,10.81,19.53,Middle_bent
17.34,15.16,978.81,17.34,6.47,Middle_bent
6.47,4.31,960.96,4.31,4.31,Middle_bent
4.31,6.47,1024.36,17.34,8.64,Middle_bent
6.47,2.15,1061.74,0.00,8.64,Middle_bent
17.34,15.16,1114.58,10.81,12.98,Middle_bent
10.81,8.64,1090.35,12.98,10.81,Middle_bent
15.16,17.34,1095.17,8.64,8.64,Middle_bent
4.31,6.47,1114.58,17.34,8.64,Middle_bent
8.64,10.81,1129.29,10.81,12.98,Middle_bent
8.64,4.31,983.31,0.00,4.31,Middle_bent
6.47,0.00,1010.56,0.00,0.00,Middle_bent
6.47,0.00,1038.27,10.81,12.98,Middle_bent
8.64,8.64,1057.02,15.16,8.64,Middle_bent
2.15,10.81,1047.62,12.98,2.15,Middle_bent
8.64,8.64,1075.98,8.64,23.91,Middle_bent
6.47,12.98,1047.62,17.34,17.34,Middle_bent
17.34,2.15,1047.62,0.00,15.16,Middle_bent
2.15,10.81,1071.22,6.47,10.81,Middle_bent
0.00,12.98,1038.27,17.34,15.16,Middle_bent
6.47,6.47,1057.02,4.31,23.91,Middle_bent
8.64,8.64,1038.27,8.64,10.81,Middle_bent
8.64,4.31,1047.62,10.81,8.64,Middle_bent
21.72,10.81,1033.62,8.64,15.16,Middle_bent
10.81,10.81,1047.62,12.98,8.64,Middle_bent
10.81,6.47,1052.31,4.31,6.47,Middle_bent
4.31,4.31,1052.31,15.16,4.31,Middle_bent
4.31,15.16,1066.47,15.16,15.16,Middle_bent
6.47,10.81,1066.47,15.16,4.31,Middle_bent
6.47,12.98,1019.74,15.16,12.98,Middle_bent
15.16,17.34,1042.94,10.81,0.00,Middle_bent
8.64,8.64,934.54,12.98,0.00,Middle_bent
0.00,0.00,934.54,10.81,15.16,Middle_bent
12.98,12.98,912.86,10.81,12.98,Middle_bent
0.00,8.64,947.69,12.98,2.15,Middle_bent
21.72,6.47,857.88,19.53,0.00,Middle_bent
0.00,19.53,837.25,6.47,0.00,Middle_bent
12.98,15.16,895.74,2.15,17.34,Middle_bent
0.00,15.16,857.88,10.81,0.00,Middle_bent
12.98,12.98,849.59,0.00,15.16,Middle_bent
15.16,10.81,845.47,17.34,4.31,Middle_bent
2.15,12.98,862.04,6.47,8.64,Middle_bent
6.47,8.64,904.28,10.81,0.00,Middle_bent
12.98,12.98,912.86,0.00,15.16,Middle_bent
8.64,17.34,862.04,17.34,12.98,Middle_bent
4.31,8.64,870.40,17.34,8.64,Middle_bent
6.47,6.47,891.48,4.31,15.16,Middle_bent
2.15,0.00,866.21,8.64,8.64,Middle_bent
0.00,0.00,862.04,10.81,2.15,Middle_bent
2.15,8.64,917.17,17.34,8.64,Middle_bent
0.00,6.47,956.52,15.16,15.16,Middle_bent
19.53,0.00,947.69,12.98,4.31,Middle_bent
0.00,10.81,965.40,15.16,0.00,Middle_bent
4.31,2.15,934.54,2.15,0.00,Middle_bent
6.47,0.00,925.83,10.81,8.64,Middle_bent
17.34,4.31,947.69,4.31,0.00,Middle_bent
21.72,10.81,930.18,0.00,10.81,Middle_bent
17.34,4.31,938.91,0.00,2.15,Middle_bent
2.15,0.00,934.54,6.47,10.81,Middle_bent
6.47,0.00,917.17,2.15,2.15,Middle_bent
23.91,6.47,870.40,6.47,6.47,Middle_bent
19.53,8.64,878.80,15.16,4.31,Middle_bent
10.81,21.72,943.30,6.47,21.72,Middle_bent
10.81,8.64,921.50,0.00,10.81,Middle_bent
0.00,8.64,921.50,12.98,21.72,Middle_bent
4.31,6.47,925.83,0.00,0.00,Middle_bent
6.47,0.00,921.50,2.15,10.81,Middle_bent
19.53,0.00,956.52,0.00,0.00,Middle_bent
8.64,0.00,895.74,8.64,0.00,Middle_bent
15.16,8.64,912.86,12.98,17.34,Middle_bent
8.64,19.53,930.18,15.16,6.47,Middle_bent
15.16,4.31,930.18,15.16,4.31,Middle_bent
0.00,6.47,925.83,6.47,4.31,Middle_bent
8.64,4.31,908.56,10.81,0.00,Middle_bent
0.00,2.15,908.56,19.53,10.81,Middle_bent
30.53,8.64,800.80,10.81,17.34,Middle_bent
0.00,10.81,796.80,10.81,17.34,Middle_bent
6.47,8.64,804.81,19.53,0.00,Middle_bent
8.64,0.00,816.89,15.16,0.00,Middle_bent
0.00,12.98,820.94,2.15,8.64,Middle_bent
12.98,15.16,816.89,12.98,15.16,Middle_bent
10.81,17.34,808.82,12.98,0.00,Middle_bent
0.00,15.16,812.85,19.53,0.00,Middle_bent
8.64,17.34,816.89,17.34,17.34,Middle_bent
15.16,10.81,808.82,15.16,8.64,Middle_bent
12.98,6.47,792.82,10.81,15.16,Middle_bent
2.15,0.00,812.85,6.47,8.64,Middle_bent
17.34,12.98,796.80,17.34,19.53,Middle_bent
0.00,12.98,784.88,17.34,10.81,Middle_bent
12.98,6.47,776.98,12.98,12.98,Middle_bent
0.00,12.98,930.18,0.00,12.98,Middle_bent
21.72,0.00,930.18,17.34,12.98,Middle_bent
0.00,0.00,960.96,17.34,0.00,Middle_bent
10.81,4.31,969.86,4.31,19.53,Middle_bent
12.98,8.64,956.52,12.98,6.47,Middle_bent
15.16,10.81,983.31,15.16,8.64,Middle_bent
17.34,8.64,969.86,8.64,21.72,Middle_bent
17.34,4.31,983.31,12.98,8.64,Middle_bent
15.16,2.15,992.34,17.34,4.31,Middle_bent
0.00,0.00,983.31,0.00,10.81,Middle_bent
2.15,10.81,1005.98,10.81,12.98,Middle_bent
21.72,0.00,987.82,4.31,12.98,Middle_bent
0.00,0.00,974.33,17.34,0.00,Middle_bent
15.16,12.98,1010.56,15.16,0.00,Middle_bent
4.31,4.31,983.31,4.31,6.47,Middle_bent
12.98,23.91,1001.42,23.91,4.31,Middle_bent
15.16,0.00,1001.42,4.31,8.64,Middle_bent
4.31,2.15,947.69,15.16,4.31,Middle_bent
2.15,2.15,978.81,0.00,4.31,Middle_bent
4.31,10.81,992.34,0.00,19.53,Middle_bent
10.81,0.00,938.91,6.47,21.72,Middle_bent
17.34,8.64,883.01,2.15,12.98,Middle_bent
2.15,10.81,917.17,15.16,8.64,Middle_bent
17.34,6.47,883.01,10.81,10.81,Middle_bent
8.64,4.31,934.54,8.64,6.47,Middle_bent
15.16,12.98,930.18,15.16,2.15,Middle_bent
17.34,0.00,921.50,8.64,4.31,Middle_bent
15.16,15.16,956.52,6.47,12.98,Middle_bent
15.16,15.16,930.18,10.81,12.98,Middle_bent
15.16,4.31,943.30,15.16,0.00,Middle_bent
15.16,4.31,833.15,15.16,0.00,Middle_bent
17.34,8.64,833.15,4.31,6.47,Middle_bent
19.53,0.00,820.94,8.64,0.00,Middle_bent
15.16,2.15,857.88,15.16,6.47,Middle_bent
8.64,10.81,853.73,8.64,17.34,Middle_bent
4.31,15.16,808.82,6.47,6.47,Middle_bent
15.16,0.00,800.80,10.81,10.81,Middle_bent
0.00,0.00,788.84,10.81,6.47,Middle_bent
12.98,6.47,780.93,6.47,6.47,Middle_bent
6.47,8.64,780.93,8.64,0.00,Middle_bent
12.98,12.98,792.82,6.47,15.16,Middle_bent
15.16,0.00,769.13,10.81,2.15,Middle_bent
6.47,0.00,784.88,6.47,15.16,Middle_bent
12.98,12.98,812.85,0.00,8.64,Middle_bent
12.98,12.98,796.80,15.16,21.72,Middle_bent
21.72,6.47,792.82,0.00,15.16,Middle_bent
4.31,0.00,800.80,0.00,0.00,Middle_bent
6.47,15.16,788.84,2.15,15.16,Middle_bent
19.53,8.64,912.86,17.34,6.47,Middle_bent
15.16,6.47,784.88,10.81,4.31,Middle_bent
12.98,10.81,745.81,10.81,10.81,Middle_bent
0.00,10.81,765.22,0.00,2.15,Middle_bent
4.31,8.64,765.22,12.98,21.72,Middle_bent
8.64,0.00,908.56,6.47,12.98,Middle_bent
15.16,0.00,921.50,4.31,10.81,Middle_bent
15.16,6.47,917.17,4.31,2.15,Middle_bent
15.16,17.34,930.18,4.31,0.00,Middle_bent
0.00,0.00,792.82,10.81,4.31,Middle_bent
4.31,17.34,784.88,12.98,8.64,Middle_bent
4.31,2.15,796.80,0.00,19.53,Middle_bent
10.81,6.47,825.00,4.31,2.15,Middle_bent
0.00,0.00,816.89,6.47,8.64,Middle_bent
8.64,10.81,825.00,19.53,12.98,Middle_bent
4.31,6.47,833.15,19.53,10.81,Middle_bent
4.31,6.47,829.07,15.16,2.15,Middle_bent
0.00,4.31,812.85,12.98,0.00,Middle_bent
17.34,12.98,841.35,8.64,4.31,Middle_bent
4.31,4.31,900.00,0.00,15.16,Middle_bent
4.31,10.81,874.59,12.98,15.16,Middle_bent
15.16,0.00,912.86,0.00,17.34,Middle_bent
12.98,0.00,900.00,10.81,0.00,Middle_bent
8.64,10.81,853.73,10.81,8.64,Middle_bent
10.81,6.47,978.81,12.98,0.00,Middle_bent
10.81,10.81,983.31,19.53,10.81,Middle_bent
10.81,4.31,965.40,12.98,6.47,Middle_bent
15.16,8.64,1005.98,10.81,4.31,Middle_bent
23.91,2.15,987.82,10.81,4.31,Middle_bent
0.00,12.98,992.34,0.00,0.00,Middle_bent
15.16,6.47,987.82,15.16,12.98,Middle_bent
0.00,12.98,952.10,15.16,4.31,Middle_bent
6.47,4.31,952.10,19.53,6.47,Middle_bent
21.72,0.00,934.54,10.81,4.31,Middle_bent
0.00,10.81,965.40,15.16,0.00,Middle_bent
12.98,10.81,938.91,10.81,8.64,Middle_bent
12.98,0.00,974.33,10.81,23.91,Middle_bent
8.64,12.98,965.40,8.64,8.64,Middle_bent
2.15,0.00,1015.14,10.81,19.53,Middle_bent
2.15,8.64,1038.27,8.64,8.64,Middle_bent
0.00,6.47,1047.62,15.16,4.31,Middle_bent
0.00,0.00,1052.31,12.98,0.00,Middle_bent
15.16,2.15,1047.62,0.00,10.81,Middle_bent
10.81,2.15,1042.94,6.47,17.34,Middle_bent
32.74,8.64,1071.22,0.00,8.64,Middle_bent
15.16,17.34,1085.55,12.98,0.00,Middle_bent
15.16,6.47,1038.27,4.31,10.81,Middle_bent
4.31,6.47,1057.02,12.98,0.00,Middle_bent
10.81,17.34,1061.74,15.16,12.98,Middle_bent
8.64,8.64,1075.98,10.81,19.53,Middle_bent
17.34,6.47,1071.22,17.34,15.16,Middle_bent
21.72,4.31,1085.55,10.81,10.81,Middle_bent
12.98,12.98,1085.55,12.98,6.47,Middle_bent
2.15,17.34,1129.29,19.53,19.53,Middle_bent
15.16,6.47,1071.22,12.98,15.16,Middle_bent
2.15,0.00,1095.17,8.64,6.47,Middle_bent
0.00,0.00,1071.22,4.31,4.31,Middle_bent
15.16,17.34,1100.00,0.00,0.00,Middle_bent
6.47,10.81,1085.55,17.34,4.31,Middle_bent
12.98,15.16,1090.35,12.98,0.00,Middle_bent
17.34,8.64,1100.00,15.16,19.53,Middle_bent
10.81,17.34,1100.00,4.31,12.98,Middle_bent
6.47,0.00,1109.71,21.72,10.81,Middle_bent
2.15,0.00,1038.27,2.15,0.00,Middle_bent
15.16,8.64,1057.02,12.98,8.64,Middle_bent
8.64,19.53,1075.98,0.00,0.00,Middle_bent
15.16,2.15,1024.36,15.16,10.81,Middle_bent
0.00,10.81,978.81,10.81,10.81,Middle_bent
12.98,2.15,1033.62,12.98,10.81,Middle_bent
12.98,6.47,1019.74,12.98,15.16,Middle_bent
10.81,0.00,1005.98,8.64,17.34,Middle_bent
2.15,21.72,1052.31,10.81,12.98,Middle_bent
15.16,0.00,1001.42,6.47,4.31,Middle_bent
10.81,17.34,1052.31,8.64,15.16,Middle_bent
15.16,8.64,1066.47,8.64,10.81,Middle_bent
2.15,17.34,1085.55,17.34,0.00,Middle_bent
8.64,8.64,1109.71,0.00,6.47,Middle_bent
15.16,8.64,1090.35,0.00,6.47,Middle_bent
19.53,12.98,1114.58,10.81,15.16,Middle_bent
10.81,2.15,1104.85,12.98,6.47,Middle_bent
2.15,2.15,1119.47,12.98,0.00,Middle_bent
17.34,19.53,1114.58,10.81,10.81,Middle_bent
12.98,10.81,1119.47,4.31,15.16,Middle_bent
19.53,8.64,1100.00,10.81,10.81,Middle_bent
17.34,10.81,1095.17,21.72,15.16,Middle_bent
23.91,6.47,1129.29,4.31,10.81,Middle_bent
15.16,2.15,1109.71,6.47,10.81,Middle_bent
15.16,12.98,1134.22,4.31,0.00,Middle_bent
10.81,12.98,1129.29,10.81,10.81,Middle_bent
12.98,8.64,1129.29,8.64,17.34,Middle_bent
2.15,8.64,1149.11,12.98,2.15,Middle_bent
21.72,12.98,1149.11,23.91,12.98,Middle_bent
4.31,17.34,1149.11,19.53,2.15,Middle_bent
10.81,6.47,1139.17,10.81,0.00,Middle_bent
0.00,12.98,1129.29,15.16,6.47,Middle_bent
12.98,17.34,1109.71,4.31,15.16,Middle_bent
19.53,12.98,1144.13,8.64,10.81,Middle_bent
15.16,8.64,1154.10,10.81,10.81,Middle_bent
15.16,0.00,1129.29,12.98,17.34,Middle_bent
0.00,8.64,1124.37,21.72,6.47,Middle_bent
4.31,10.81,1114.58,8.64,4.31,Middle_bent
15.16,0.00,1104.85,17.34,4.31,Middle_bent
6.47,6.47,1114.58,12.98,21.72,Middle_bent
4.31,0.00,1114.58,0.00,4.31,Middle_bent
12.98,6.47,1109.71,15.16,4.31,Middle_bent
6.47,8.64,1028.98,12.98,6.47,Middle_bent
17.34,6.47,1085.55,2.15,12.98,Middle_bent
0.00,0.00,1104.85,4.31,4.31,Middle_bent
0.00,4.31,1114.58,2.15,0.00,Middle_bent
19.53,10.81,1109.71,17.34,6.47,Middle_bent
2.15,4.31,1085.55,19.53,15.16,Middle_bent
6.47,0.00,1109.71,2.15,17.34,Middle_bent
19.53,8.64,1109.71,15.16,4.31,Middle_bent
12.98,15.16,1119.47,8.64,19.53,Middle_bent
4.31,12.98,1095.17,19.53,4.31,Middle_bent
12.98,0.00,1119.47,0.00,4.31,Middle_bent
23.91,0.00,1100.00,0.00,4.31,Middle_bent
2.15,21.72,1100.00,15.16,17.34,Middle_bent
2.15,0.00,1109.71,17.34,10.81,Middle_bent
17.34,0.00,1129.29,12.98,8.64,Middle_bent
0.00,19.53,1114.58,8.64,6.47,Middle_bent
10.81,15.16,1114.58,10.81,0.00,Middle_bent
4.31,8.64,1095.17,17.34,15.16,Middle_bent
10.81,8.64,1095.17,8.64,10.81,Middle_bent
2.15,10.81,1080.76,19.53,0.00,Middle_bent
2.15,8.64,1095.17,6.47,12.98,Middle_bent
26.11,8.64,1085.55,10.81,12.98,Middle_bent
12.98,17.34,1109.71,12.98,12.98,Middle_bent
17.34,10.81,1124.37,0.00,8.64,Middle_bent
15.16,10.81,1104.85,8.64,10.81,Middle_bent
26.11,12.98,1080.76,21.72,17.34,Middle_bent
4.31,8.64,1100.00,6.47,0.00,Middle_bent
17.34,15.16,1104.85,0.00,12.98,Middle_bent
6.47,4.31,1090.35,17.34,10.81,Middle_bent
8.64,12.98,1095.17,4.31,6.47,Middle_bent
4.31,8.64,1124.37,6.47,10.81,Middle_bent
17.34,15.16,1114.58,0.00,15.16,Middle_bent
2.15,15.16,1129.29,8.64,21.72,Middle_bent
12.98,0.00,1134.22,26.11,8.64,Middle_bent
15.16,0.00,1114.58,15.16,8.64,Middle_bent
10.81,0.00,1100.00,21.72,15.16,Middle_bent
0.00,10.81,1134.22,10.81,19.53,Middle_bent
23.91,4.31,1119.47,0.00,0.00,Middle_bent
10.81,8.64,1119.47,4.31,12.98,Middle_bent
19.53,12.98,1124.37,10.81,19.53,Middle_bent
0.00,10.81,1100.00,19.53,10.81,Middle_bent
6.47,0.00,1134.22,10.81,4.31,Middle_bent
0.00,0.00,1119.47,2.15,6.47,Middle_bent
12.98,0.00,1129.29,12.98,8.64,Middle_bent
15.16,6.47,1139.17,19.53,19.53,Middle_bent
10.81,10.81,1149.11,4.31,17.34,Middle_bent
12.98,6.47,1139.17,19.53,4.31,Middle_bent
12.98,10.81,1169.16,15.16,4.31,Middle_bent
15.16,2.15,1159.10,17.34,17.34,Middle_bent
0.00,2.15,1154.10,15.16,23.91,Middle_bent
4.31,8.64,1134.22,2.15,15.16,Middle_bent
15.16,19.53,1095.17,15.16,12.98,Middle_bent
15.16,12.98,1085.55,12.98,6.47,Middle_bent
0.00,15.16,1075.98,10.81,19.53,Middle_bent
21.72,10.81,1066.47,15.16,4.31,Middle_bent
0.00,8.64,1061.74,17.34,0.00,Middle_bent
12.98,12.98,1061.74,12.98,6.47,Middle_bent
0.00,17.34,1047.62,17.34,6.47,Middle_bent
21.72,10.81,1057.02,15.16,0.00,Middle_bent
4.31,8.64,1052.31,4.31,21.72,Middle_bent
8.64,12.98,1066.47,8.64,8.64,Middle_bent
0.00,0.00,1100.00,10.81,17.34,Middle_bent
12.98,6.47,1075.98,17.34,17.34,Middle_bent
2.15,12.98,30.53,129.81,8.64,Ring_bent
26.11,2.15,12.98,122.60,8.64,Ring_bent
15.16,15.16,19.53,108.31,6.47,Ring_bent
4.31,4.31,12.98,98.88,15.16,Ring_bent
6.47,17.34,17.34,113.05,2.15,Ring_bent
10.81,12.98,17.34,199.36,8.64,Ring_bent
17.34,12.98,10.81,191.71,4.31,Ring_bent
12.98,0.00,8.64,230.45,10.81,Ring_bent
23.91,10.81,10.81,225.22,6.47,Ring_bent
15.16,6.47,17.34,243.65,4.31,Ring_bent
15.16,12.98,30.53,217.40,8.64,Ring_bent
19.53,8.64,21.72,309.03,10.81,Ring_bent
17.34,8.64,17.34,323.09,6.47,Ring_bent
19.53,8.64,8.64,254.31,6.47,Ring_bent
6.47,8.64,19.53,186.64,19.53,Ring_bent
17.34,0.00,26.11,267.76,4.31,Ring_bent
21.72,12.98,19.53,289.60,10.81,Ring_bent
6.47,0.00,19.53,289.60,4.31,Ring_bent
6.47,0.00,21.72,306.24,0.00,Ring_bent
12.98,0.00,26.11,281.37,15.16,Ring_bent
12.98,10.81,17.34,256.99,10.81,Ring_bent
15.16,12.98,19.53,284.11,17.34,Ring_bent
30.53,0.00,8.64,289.60,8.64,Ring_bent
15.16,8.64,8.64,273.19,10.81,Ring_bent
10.81,12.98,21.72,292.36,2.15,Ring_bent
17.34,10.81,17.34,284.11,0.00,Ring_bent
12.98,2.15,6.47,281.37,0.00,Ring_bent
10.81,12.98,28.32,270.47,12.98,Ring_bent
15.16,0.00,4.31,254.31,0.00,Ring_bent
8.64,10.81,19.53,273.19,4.31,Ring_bent
17.34,6.47,10.81,286.85,0.00,Ring_bent
23.91,12.98,10.81,267.76,4.31,Ring_bent
19.53,4.31,6.47,295.12,8.64,Ring_bent
17.34,0.00,17.34,284.11,0.00,Ring_bent
2.15,10.81,23.91,278.63,12.98,Ring_bent
15.16,0.00,19.53,278.63,2.15,Ring_bent
17.34,2.15,21.72,256.99,0.00,Ring_bent
21.72,15.16,28.32,265.06,0.00,Ring_bent
12.98,12.98,6.47,270.47,10.81,Ring_bent
8.64,0.00,30.53,267.76,10.81,Ring_bent
19.53,10.81,17.34,281.37,21.72,Ring_bent
10.81,0.00,19.53,265.06,2.15,Ring_bent
12.98,12.98,17.34,254.31,2.15,Ring_bent
4.31,6.47,21.72,248.97,4.31,Ring_bent
4.31,0.00,19.53,217.40,4.31,Ring_bent
17.34,10.81,28.32,196.81,0.00,Ring_bent
